Date : Fri Oct 13 04:16:02 KST 2017, Who : Patrick, VRCode : STDVIV30, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBGCB81, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : John, VRCode : SETPVR20, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : David, VRCode : SETPVR21, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBGCB82, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Gabriel, VRCode : SETPVR22, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Oliver, VRCode : MOBVRB91, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Chris, VRCode : MOBVRB92, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBGCB83, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Samuel, VRCode : STDWII58, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Alfred, VRCode : SETPVR23, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Gabriel, VRCode : SETPVR24, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Alfred, VRCode : MOBVRB93, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Edwin, VRCode : SETPVR25, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Chris, VRCode : STDWII59, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Oliver, VRCode : STDVIV30, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBGCB84, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETOCC14, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBGCB85, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Edwin, VRCode : MOBVRB94, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :STDWII53, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBGCB86, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR15, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBGCB87, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :STDWII54, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR16, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :STDWII55, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :STDWII56, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : John, VRCode : SETPVR26, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Chris, VRCode : SETPVR27, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : David, VRCode : STDVIV31, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR17, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBGCB88, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR18, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :STDWII57, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBGCB89, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR19, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBVRB90, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR20, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Gabriel, VRCode : STDVIV32, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR21, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Oliver, VRCode : STDVIV33, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Samuel, VRCode : MOBVRB95, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Samuel, VRCode : STDVIV34, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR22, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBVRB91, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Samuel, VRCode : MOBVRB96, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBVRB92, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : John, VRCode : MOBVRB97, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : John, VRCode : MOBVRB98, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Alfred, VRCode : MOBVRB99, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Oliver, VRCode : SETPVR28, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :STDWII58, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR23, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Vincent, VRCode : MOBDLO100, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR24, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : David, VRCode : STDVIV35, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBVRB93, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Chris, VRCode : SETPVR29, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR25, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Chris, VRCode : SETOCC00, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :STDWII59, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : David, VRCode : SETOCC01, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Chris, VRCode : MOBDLO101, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 6, VRCode :STDVIV30, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : John, VRCode : MOBDLO102, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBVRB94, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Vincent, VRCode : SETOCC02, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Samuel, VRCode : MOBDLO103, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Alfred, VRCode : SETOCC03, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR26, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Edwin, VRCode : STDVIV36, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Gabriel, VRCode : STDVIV37, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Alfred, VRCode : SETOCC04, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR27, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Alfred, VRCode : STDVIV38, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 6, VRCode :STDVIV31, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 6, VRCode :STDVIV32, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Vincent, VRCode : SETOCC05, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 6, VRCode :STDVIV33, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBVRB95, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Oliver, VRCode : STDVIV39, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 6, VRCode :STDVIV34, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Patrick, VRCode : MOBDLO104, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Patrick, VRCode : SETOCC06, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBVRB96, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : John, VRCode : STDKIN40, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : David, VRCode : STDKIN41, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Vincent, VRCode : SETOCC07, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Vincent, VRCode : MOBDLO105, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Samuel, VRCode : STDKIN42, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBVRB97, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBVRB98, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : John, VRCode : MOBDLO106, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 4, VRCode :MOBVRB99, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Alfred, VRCode : SETOCC08, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Oliver, VRCode : STDKIN43, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Count : 5, VRCode :SETPVR28, isRenting : false
Date : Fri Oct 13 04:16:03 KST 2017, Who : Patrick, VRCode : MOBDLO107, isRenting : true
Date : Fri Oct 13 04:16:03 KST 2017, Who : Patrick, VRCode : MOBDLO108, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : SETOCC09, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : STDKIN44, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 4, VRCode :MOBDLO100, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDVIV35, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : MOBDLO109, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :SETPVR29, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC00, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC01, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 4, VRCode :MOBDLO101, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 4, VRCode :MOBDLO102, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC02, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : STDKIN45, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : MOBSVR70, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBSVR71, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 4, VRCode :MOBDLO103, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : STDKIN46, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC03, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : STDKIN47, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : SETOCC10, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : MOBSVR72, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : STDKIN48, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : MOBSVR73, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETOCC11, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETOCC12, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDVIV36, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDVIV37, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC04, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : MOBSVR74, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDVIV38, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC05, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : STDKIN49, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : STDWII50, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : MOBSVR75, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : MOBSVR76, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDVIV39, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : MOBSVR77, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETOCC13, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 4, VRCode :MOBDLO104, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC06, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDKIN40, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : STDWII51, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDKIN41, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : MOBSVR78, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : MOBSVR79, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : MOBGCB80, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : MOBGCB81, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC07, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : MOBGCB82, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : SETOCC14, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : SETPVR15, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 4, VRCode :MOBDLO105, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : STDWII52, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : STDWII53, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDKIN42, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : SETPVR16, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 4, VRCode :MOBDLO106, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : MOBGCB83, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : STDWII54, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC08, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDKIN43, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : STDWII55, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : STDWII56, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : SETPVR17, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : MOBGCB84, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 4, VRCode :MOBDLO107, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 4, VRCode :MOBDLO108, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC09, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : SETPVR18, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : MOBGCB85, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDKIN44, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : STDWII57, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 4, VRCode :MOBDLO109, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : SETPVR19, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : SETPVR20, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDKIN45, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBSVR70, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBSVR71, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : SETPVR21, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDKIN46, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDWII58, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDKIN47, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC10, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETPVR22, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : SETPVR23, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : SETPVR24, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : STDWII59, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : MOBGCB86, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBSVR72, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : MOBGCB87, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDKIN48, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : MOBGCB88, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBSVR73, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : MOBGCB89, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETPVR25, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDVIV30, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : STDVIV31, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC11, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : SETPVR26, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : MOBVRB90, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC12, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBSVR74, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : STDVIV32, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDKIN49, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDWII50, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : SETPVR27, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : SETPVR28, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBSVR75, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBSVR76, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDVIV33, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBSVR77, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : SETPVR29, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : SETOCC00, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : MOBVRB91, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC13, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDWII51, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBSVR78, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETOCC01, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBSVR79, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBGCB80, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDVIV34, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBGCB81, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBGCB82, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETOCC14, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETOCC02, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR15, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : SETOCC03, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : John, VRCode : MOBVRB92, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : SETOCC04, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDWII52, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDWII53, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR16, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBGCB83, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : SETOCC05, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : MOBVRB93, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDWII54, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDWII55, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : MOBVRB94, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDWII56, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : STDVIV35, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR17, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBGCB84, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR18, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBGCB85, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : MOBVRB95, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDWII57, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR19, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : STDVIV36, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : MOBVRB96, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR20, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Samuel, VRCode : STDVIV37, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : STDVIV38, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : SETOCC06, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR21, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDWII58, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Chris, VRCode : SETOCC07, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : MOBVRB97, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETOCC08, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR22, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR23, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR24, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :STDWII59, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Patrick, VRCode : MOBVRB98, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : STDVIV39, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBGCB86, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : SETOCC09, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBGCB87, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Oliver, VRCode : SETOCC10, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : David, VRCode : STDKIN40, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Gabriel, VRCode : SETOCC11, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBGCB88, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBGCB89, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Vincent, VRCode : STDKIN41, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR25, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDVIV30, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 7, VRCode :STDVIV31, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 6, VRCode :SETPVR26, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Count : 5, VRCode :MOBVRB90, isRenting : false
Date : Fri Oct 13 04:16:04 KST 2017, Who : Alfred, VRCode : SETOCC12, isRenting : true
Date : Fri Oct 13 04:16:04 KST 2017, Who : Edwin, VRCode : SETOCC13, isRenting : true
